City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Mayo,US,2022-01-27 17:07:01,38.8876,-76.5119,34.95,47,0,7.0
380,Williams Lake,CA,2022-01-27 17:07:01,52.1415,-122.1445,15.57,94,80,3.62
381,Orsta,NO,2022-01-27 17:07:01,62.2029,6.1272,41.36,70,75,11.5
382,Thunder Bay,CA,2022-01-27 17:07:02,48.4001,-89.3168,6.3,60,26,8.01
383,Masuda,JP,2022-01-27 17:07:02,34.6667,131.85,41.34,73,36,0.49
384,Bandarbeyla,SO,2022-01-27 17:02:30,9.4942,50.8122,75.87,68,100,16.33
385,Netanya,IL,2022-01-27 17:07:02,32.3329,34.8599,55.04,62,50,13.49
386,Ellsworth,US,2022-01-27 17:07:03,44.5434,-68.4195,15.53,59,0,1.01
387,Bambanglipuro,ID,2022-01-27 17:07:03,-7.95,110.2833,77.22,90,100,6.26
388,Kismayo,SO,2022-01-27 17:07:04,-0.3582,42.5454,77.68,77,7,14.65
389,Awjilah,LY,2022-01-27 17:07:04,29.1081,21.2869,54.39,55,25,8.75
390,Belvedere Marittimo,IT,2022-01-27 17:07:04,39.6179,15.8617,51.12,79,79,4.07
391,Vestmannaeyjar,IS,2022-01-27 17:07:05,63.4427,-20.2734,38.39,93,40,12.66
392,Manaquiri,BR,2022-01-27 17:07:05,-3.3167,-60.35,86.49,70,99,2.64
393,Santacruz,CO,2022-01-27 17:07:05,1.5209,-77.2621,59.0,98,100,2.17
394,Mitsamiouli,KM,2022-01-27 17:07:06,-11.3847,43.2844,80.1,74,54,1.99
395,Khani,GE,2022-01-27 17:07:06,41.9563,42.9566,27.97,96,99,2.51
396,Kuala Lipis,MY,2022-01-27 17:07:06,4.1842,102.0468,76.03,80,97,0.81
397,Shima,CN,2022-01-27 17:07:07,24.4478,117.8111,62.22,85,80,4.99
398,Anahuac,MX,2022-01-27 17:07:07,27.2333,-100.15,51.3,73,100,3.91
399,Kulhudhuffushi,MV,2022-01-27 17:07:07,6.6221,73.07,80.04,56,15,8.19
400,Leningradskiy,RU,2022-01-27 17:05:22,69.3833,178.4167,-14.57,90,97,1.54
401,Vila,PT,2022-01-27 17:07:08,42.0304,-8.1588,50.88,71,0,3.98
402,Mahon,ES,2022-01-27 17:07:08,39.8885,4.2658,55.96,82,20,3.44
403,Nabire,ID,2022-01-27 17:07:08,-3.3667,135.4833,76.3,89,100,2.66
404,Raudeberg,NO,2022-01-27 17:07:09,61.9875,5.1352,38.98,79,100,5.99
405,Gladstone,AU,2022-01-27 17:07:09,-23.85,151.25,73.33,73,88,5.75
406,Puerto Carreno,CO,2022-01-27 17:07:09,6.189,-67.4859,94.68,23,100,12.73
407,Losevo,RU,2022-01-27 17:07:10,50.6767,40.045,8.08,99,93,2.33
408,Port Macquarie,AU,2022-01-27 17:07:10,-31.4333,152.9167,68.9,82,83,4.92
409,Rundu,NA,2022-01-27 17:07:10,-17.9333,19.7667,77.86,48,99,4.41
410,Jasper,US,2022-01-27 17:07:11,37.2001,-94.3502,40.68,63,40,5.01
411,Mahibadhoo,MV,2022-01-27 17:07:11,3.7833,72.9667,79.95,61,60,7.14
412,Zhezkazgan,KZ,2022-01-27 17:08:11,47.8043,67.7144,6.12,89,73,8.99
413,Cockburn Town,TC,2022-01-27 17:07:39,21.4612,-71.1419,78.03,76,5,12.82
414,Nemuro,JP,2022-01-27 17:08:12,43.3236,145.575,21.51,76,62,12.64
415,Makakilo City,US,2022-01-27 17:07:13,21.3469,-158.0858,64.72,84,0,4.61
416,Dingzhou,CN,2022-01-27 17:08:12,38.5131,114.9956,28.47,51,100,2.62
417,Kosh-Agach,RU,2022-01-27 17:08:13,50.0,88.6667,-14.08,98,98,1.86
418,Digras,IN,2022-01-27 17:06:17,20.1167,77.7167,62.37,29,0,2.75
419,San Jose,US,2022-01-27 17:05:13,37.3394,-121.895,58.05,71,0,3.44
420,Namatanai,PG,2022-01-27 17:04:15,-3.6667,152.4333,79.25,79,97,2.24
421,Pali,IN,2022-01-27 17:08:13,25.7667,73.3333,58.05,28,0,5.73
422,Mnogovershinnyy,RU,2022-01-27 17:08:14,53.9353,139.9242,-17.66,97,42,3.8
423,Ishigaki,JP,2022-01-27 17:08:14,24.3448,124.1572,71.33,74,35,5.68
424,Mabaruma,GY,2022-01-27 17:08:14,8.2,-59.7833,86.68,46,54,6.87
425,Los Llanos De Aridane,ES,2022-01-27 17:05:09,28.6585,-17.9182,61.12,73,75,1.01
426,Novoanninskiy,RU,2022-01-27 17:08:15,50.5287,42.6747,22.55,93,100,2.86
427,Olds,CA,2022-01-27 17:08:15,51.7834,-114.102,24.85,76,62,10.11
428,Mamlyutka,KZ,2022-01-27 17:08:15,54.9375,68.5394,16.23,95,100,7.67
429,Tena,EC,2022-01-27 17:08:16,-0.9833,-77.8167,79.56,72,99,1.86
430,Senno,RU,2022-01-27 17:08:16,59.5336,33.9167,19.26,94,100,9.06
431,Bluefields,NI,2022-01-27 17:08:16,12.0137,-83.7635,81.45,65,49,7.83
432,Russell,US,2022-01-27 17:08:17,32.3502,-85.1999,52.97,42,0,6.49
433,Dunedin,NZ,2022-01-27 17:05:02,-45.8742,170.5036,49.8,79,100,2.95
434,Poso,ID,2022-01-27 17:08:17,-1.3959,120.7524,76.35,89,99,3.0
435,Caravelas,BR,2022-01-27 17:05:48,-17.7125,-39.2481,85.98,57,100,8.14
436,Ohara,JP,2022-01-27 17:08:18,35.25,140.3833,44.01,77,100,12.46
437,Husavik,IS,2022-01-27 17:08:18,66.0449,-17.3389,26.15,80,65,11.9
438,Douala,CM,2022-01-27 17:08:18,4.0483,9.7043,83.61,64,66,10.65
439,Great Yarmouth,GB,2022-01-27 17:08:19,52.6083,1.7305,48.31,75,5,17.11
440,Mbaiki,CF,2022-01-27 17:08:19,3.8678,17.9892,82.98,22,43,2.28
441,Dalvik,IS,2022-01-27 17:08:19,65.9702,-18.5286,31.06,86,96,10.18
442,Vuktyl,RU,2022-01-27 17:03:24,63.8567,57.3094,5.5,97,98,4.92
443,Hirara,JP,2022-01-27 17:08:20,24.8,125.2833,70.29,73,1,1.99
444,Abatskoye,RU,2022-01-27 17:08:20,56.2875,70.4555,15.12,93,100,9.19
445,Turtas,RU,2022-01-27 17:08:21,58.9417,69.1325,13.71,92,98,9.26
446,Esso,RU,2022-01-27 17:08:21,55.9333,158.7,9.01,94,100,5.17
447,Tolstoy-Yurt,RU,2022-01-27 17:08:21,43.4444,45.7722,30.52,100,75,6.71
448,Pokhara,NP,2022-01-27 17:08:21,28.2333,83.9833,48.6,63,77,3.6
449,Kumluca,TR,2022-01-27 17:08:22,36.3703,30.2869,43.68,64,16,2.3
450,Chapleau,CA,2022-01-27 17:08:22,47.8405,-83.4034,10.13,93,100,13.2
451,Sernovodsk,RU,2022-01-27 17:08:22,43.3117,45.1594,31.19,96,100,4.97
452,Port-Gentil,GA,2022-01-27 17:08:23,-0.7193,8.7815,81.32,74,100,7.54
453,Aksarka,RU,2022-01-27 17:08:23,66.5606,67.7975,-5.51,100,96,5.35
454,Andenes,NO,2022-01-27 17:08:23,69.3143,16.1194,31.98,93,75,14.97
455,Talnakh,RU,2022-01-27 17:08:24,69.4865,88.3972,1.29,96,100,16.8
456,Vanavara,RU,2022-01-27 17:08:24,60.34,102.2797,-10.93,99,100,1.92
457,Aleksandrov Gay,RU,2022-01-27 17:08:24,50.147,48.5704,18.34,92,100,9.22
458,Nipawin,CA,2022-01-27 17:08:25,53.3668,-104.0009,-9.36,84,0,9.22
459,Ganlose,DK,2022-01-27 17:09:25,55.7912,12.2642,42.84,82,71,10.0
460,Calama,CL,2022-01-27 17:07:37,-22.4667,-68.9333,73.89,25,20,23.02
461,Touros,BR,2022-01-27 17:05:56,-5.1989,-35.4608,85.1,62,31,12.41
462,Saint Anthony,US,2022-01-27 17:09:26,45.0205,-93.218,30.13,60,40,16.11
463,Kununurra,AU,2022-01-27 17:09:26,-15.7667,128.7333,78.78,89,75,3.44
464,Paradise,US,2022-01-27 17:06:57,36.0972,-115.1467,52.48,25,0,0.0
465,Waslala,NI,2022-01-27 17:09:26,13.2333,-85.3833,81.86,41,54,6.8
466,Paragould,US,2022-01-27 17:09:27,36.0584,-90.4973,35.44,54,99,4.81
467,Hasaki,JP,2022-01-27 17:09:27,35.7333,140.8333,39.6,59,100,12.01
468,Ixtapa,MX,2022-01-27 17:09:27,20.7,-105.2,74.43,69,75,0.0
469,Tezu,IN,2022-01-27 17:09:28,27.9167,96.1667,55.51,88,91,3.62
470,Payson,US,2022-01-27 17:09:28,40.0444,-111.7321,32.92,67,20,8.05
471,Brodick,GB,2022-01-27 17:09:28,55.5754,-5.1472,46.24,84,48,11.59
472,Bardiyah,LY,2022-01-27 17:09:29,31.7561,25.0865,53.2,63,35,13.96
473,Yulara,AU,2022-01-27 17:09:29,-25.2406,130.9889,75.04,100,100,6.91
474,Espinosa,BR,2022-01-27 17:09:29,-14.9261,-42.8192,83.28,57,100,2.84
475,Columbia,US,2022-01-27 17:05:18,34.0007,-81.0348,43.66,40,20,1.99
476,Shimoda,JP,2022-01-27 17:09:30,34.6667,138.95,38.1,69,86,11.23
477,Anadyr,RU,2022-01-27 17:09:30,64.75,177.4833,-3.12,95,100,2.77
478,Sambava,MG,2022-01-27 17:09:30,-14.2667,50.1667,78.96,74,24,14.74
479,Porto Novo,BJ,2022-01-27 17:09:31,6.4965,2.6036,84.54,56,88,9.75
480,Kieta,PG,2022-01-27 17:09:31,-6.2167,155.6333,78.55,80,100,1.54
481,Vostok,RU,2022-01-27 17:09:31,46.4856,135.8833,-8.9,98,99,5.39
482,Chipinge,ZW,2022-01-27 17:09:32,-20.1883,32.6236,65.43,95,94,8.23
483,Coihueco,CL,2022-01-27 17:09:32,-36.6167,-71.8333,83.14,39,0,6.91
484,Urumqi,CN,2022-01-27 17:07:43,43.801,87.6005,-1.25,85,35,2.24
485,Dali,CN,2022-01-27 17:09:33,25.7,100.1833,40.98,88,4,4.45
486,Margate,GB,2022-01-27 17:09:33,51.3813,1.3862,49.3,69,37,5.99
487,Kavieng,PG,2022-01-27 17:09:33,-2.5744,150.7967,82.0,74,97,4.88
488,Magadan,RU,2022-01-27 17:09:34,59.5667,150.8,-1.32,97,100,9.17
489,Marzuq,YE,2022-01-27 17:09:34,14.4,46.4667,65.68,65,0,6.44
490,Nuuk,GL,2022-01-27 17:09:34,64.1835,-51.7216,9.21,85,75,9.22
491,Billings,US,2022-01-27 17:09:35,45.7833,-108.5007,35.92,52,20,16.11
492,Takaka,NZ,2022-01-27 17:06:42,-40.85,172.8,59.97,76,89,4.23
493,Okahandja,NA,2022-01-27 17:09:35,-21.9833,16.9167,84.7,29,79,15.9
494,Westerly,US,2022-01-27 17:06:18,41.3776,-71.8273,27.84,53,0,5.75
495,Whitehaven,GB,2022-01-27 17:09:35,54.549,-3.5841,45.84,92,49,5.01
496,Eyl,SO,2022-01-27 17:06:27,7.9803,49.8164,75.52,67,100,19.17
497,Komsomolets,KZ,2022-01-27 17:09:36,53.7453,62.0708,4.62,99,87,4.79
498,Tateyama,JP,2022-01-27 17:06:20,34.9833,139.8667,44.1,59,100,10.71
499,Maine-Soroa,NE,2022-01-27 17:09:36,13.2114,12.0241,72.57,22,30,12.95
500,Klyuchi,RU,2022-01-27 17:09:37,52.2667,79.1667,-4.36,100,78,6.11
501,Zabol,AF,2022-01-27 17:09:37,32.25,67.25,33.87,47,0,1.12
502,Marienburg,PL,2022-01-27 17:09:37,54.0359,19.0266,42.46,81,100,18.19
503,Umm Kaddadah,SD,2022-01-27 17:09:38,13.6017,26.6876,63.75,21,100,16.42
504,Qaqortoq,GL,2022-01-27 17:09:38,60.7167,-46.0333,23.5,72,95,24.96
505,Saint-Francois,FR,2022-01-27 17:10:38,46.4154,3.9054,27.68,100,100,3.44
506,Antalaha,MG,2022-01-27 17:09:37,-14.9003,50.2788,75.99,77,22,10.83
507,Okhotsk,RU,2022-01-27 17:10:39,59.3833,143.3,-7.38,76,98,16.26
508,Lardos,GR,2022-01-27 17:10:39,36.0942,28.0157,48.02,50,0,8.75
509,Amahai,ID,2022-01-27 17:10:39,-3.3333,128.9167,78.82,86,83,1.74
510,San Pedro,PH,2022-01-27 17:10:40,14.35,121.0167,80.35,83,36,8.08
511,Yatou,CN,2022-01-27 17:10:40,37.15,122.3833,29.1,48,99,15.75
512,Kaeo,NZ,2022-01-27 17:10:40,-35.1,173.7833,67.32,83,43,14.16
513,Aksu,CN,2022-01-27 17:10:41,41.1231,80.2644,24.12,50,0,4.14
514,Saint-Marc-Des-Carrieres,CA,2022-01-27 17:10:41,46.6834,-72.0491,4.96,81,98,3.58
515,Kargil,IN,2022-01-27 17:10:42,34.5667,76.1,-20.74,91,41,3.36
516,Faanui,PF,2022-01-27 17:10:42,-16.4833,-151.75,80.6,77,59,16.51
517,Dubai,AE,2022-01-27 17:07:36,25.2582,55.3047,76.21,60,0,5.75
518,Pangkalanbuun,ID,2022-01-27 17:06:18,-2.6833,111.6167,74.82,97,100,3.24
519,Sakakah,SA,2022-01-27 17:10:42,29.9697,40.2064,45.64,55,37,12.5
520,Raga,SS,2022-01-27 17:10:43,8.4596,25.678,76.23,17,99,5.1
521,Khandyga,RU,2022-01-27 17:10:43,62.6667,135.6,-49.9,100,55,1.03
522,Bull Savanna,JM,2022-01-27 17:10:43,17.8868,-77.5902,80.33,62,8,7.4
523,Gat,IL,2022-01-27 17:10:44,31.61,34.7642,47.91,100,67,9.95
524,Bay City,US,2022-01-27 17:09:31,43.5945,-83.8889,25.36,65,100,7.0
525,Betare Oya,CM,2022-01-27 17:10:44,5.6,14.0833,85.46,17,83,4.12
526,Jonesboro,US,2022-01-27 17:10:45,35.8423,-90.7043,35.37,37,100,5.99
527,General Roca,AR,2022-01-27 17:10:45,-39.0333,-67.5833,82.98,23,0,18.77
528,Broken Hill,AU,2022-01-27 17:10:46,-31.95,141.4333,85.39,46,95,18.52
529,San Patricio,US,2022-01-27 17:10:46,28.017,-97.5169,57.61,66,100,7.36
530,Moa,CU,2022-01-27 17:10:46,20.6569,-74.9403,82.67,57,2,8.81
531,Mutoko,ZW,2022-01-27 17:10:47,-17.397,32.2268,65.88,93,80,3.87
532,Zhangye,CN,2022-01-27 17:10:47,38.9342,100.4517,23.79,35,100,4.7
533,Veraval,IN,2022-01-27 17:10:47,20.9,70.3667,66.94,35,0,11.77
534,Hobyo,SO,2022-01-27 17:10:48,5.3505,48.5268,77.22,70,75,18.66
535,San Vicente De Canete,PE,2022-01-27 17:10:48,-13.0751,-76.3835,75.78,73,82,8.52
536,Zarechnyy,RU,2022-01-27 17:10:48,53.2036,45.1923,11.05,98,94,3.06
537,La Libertad,EC,2022-01-27 17:10:48,-2.2333,-80.9,83.86,65,75,6.91
538,Male,MV,2022-01-27 17:10:11,4.1748,73.5089,79.92,61,52,7.58
539,Ust-Nera,RU,2022-01-27 17:10:49,64.5667,143.2,-39.32,97,33,1.79
540,Mao,ES,2022-01-27 17:07:08,39.8885,4.2658,55.96,82,20,3.44
541,Mirante Do Paranapanema,BR,2022-01-27 17:10:49,-22.2919,-51.9064,90.03,46,100,7.61
542,Chabua,IN,2022-01-27 17:10:50,27.4825,95.1736,57.11,91,69,5.32
543,Tongliao,CN,2022-01-27 17:10:50,43.6125,122.2653,0.05,83,2,8.01
544,Panama City,PA,2022-01-27 17:09:45,8.9936,-79.5197,88.38,61,78,4.0
545,Rabo De Peixe,PT,2022-01-27 17:10:51,37.8,-25.5833,60.31,63,20,14.97
546,Campos Altos,BR,2022-01-27 17:10:51,-19.6961,-46.1714,77.11,64,45,5.53
547,Bone,DE,2022-01-27 17:10:51,51.9669,12.1396,43.72,88,100,19.69
548,Sorochinsk,RU,2022-01-27 17:10:51,52.4338,53.1583,-0.42,100,82,3.18
549,Arraias,BR,2022-01-27 17:10:52,-12.9288,-46.9437,74.14,76,99,4.97
550,Nouakchott,MR,2022-01-27 17:10:52,18.0858,-15.9785,75.13,51,80,16.84
551,Teknaf,BD,2022-01-27 17:11:52,20.8624,92.3058,64.49,84,2,8.79
552,Nagornskiy,RU,2022-01-27 17:11:53,58.7731,57.5451,5.83,95,100,6.29
553,Pimentel,PE,2022-01-27 17:11:53,-6.8367,-79.9342,80.89,57,0,13.8
554,Puerto Ayacucho,VE,2022-01-27 17:11:53,5.6639,-67.6236,94.46,28,99,8.61
555,High Level,CA,2022-01-27 17:11:54,58.5169,-117.136,21.31,93,100,3.44
556,Celestun,MX,2022-01-27 17:11:54,20.8667,-90.4,77.52,66,23,9.31
557,Sabzevar,IR,2022-01-27 17:11:54,36.2126,57.6819,48.76,61,93,6.89
558,Ust-Tsilma,RU,2022-01-27 17:11:55,65.441,52.1498,0.34,98,87,4.38
559,Katima Mulilo,NA,2022-01-27 17:11:55,-17.5,24.2667,67.64,97,100,4.23
560,Westport,US,2022-01-27 17:09:04,41.1415,-73.3579,30.42,54,0,1.01
561,Daru,PG,2022-01-27 17:11:56,-9.0763,143.2092,78.39,87,100,5.79
562,Voskresenskoye,RU,2022-01-27 17:11:56,56.8381,45.4317,-1.25,100,97,3.96
563,Boralday,KZ,2022-01-27 17:11:56,43.3578,76.8594,24.66,86,40,6.71
564,Dumai,ID,2022-01-27 17:11:57,1.6833,101.45,74.32,81,65,3.33
565,Zemetchino,RU,2022-01-27 17:11:57,53.4973,42.6163,-0.31,99,70,5.64
566,Inverell,AU,2022-01-27 17:11:57,-29.7833,151.1167,67.66,94,99,4.18
567,Arcachon,FR,2022-01-27 17:11:58,44.5875,-1.0519,42.85,75,0,0.0
568,Seoul,KR,2022-01-27 17:11:58,37.5683,126.9778,26.11,38,43,6.49
